id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
0ETX5363W3tahTBiyT9rMZ,Eli Renfro,Rebel Records: 35 Years of The Best in Bluegrass,3sq4JQWP4u2dwnMkJTvZTa,['The Shenandoah Cut-Ups'],['7m0bj2NECnkokWTZBSvdac'],5,2,False,0.525,0.395,9,-13.029000000000002,1,0.0315,0.7,4.7e-05,0.105,0.475,74.73100000000002,261373,4.0,2005,2005-04-20
3fyJqi8DUDhgYZPw1k0LiC,We Ain't the Same,We Ain't the Same,6Eo2hPlJ7PCiQh2MRfO9aE,['ZhanéMonique'],['4djc9GVGt0h8054g6zKfoT'],1,1,True,0.856,0.276,7,-14.434,1,0.163,0.0985,0.0004799999999999,0.106,0.423,120.006,152007,4.0,2018,2018-03-13
5pguie5AQDgAjGNkEza8ss,Not a Young Man Anymore (My Robot Friend Remix),13 Most Beautiful: Songs For Andy Warhol's Screen Tests,1GNqRuGRSfLGKseW2vfDjt,['Dean & Britta'],['1i8jM74ElAevHmCU1sbNJM'],3,1,False,0.5529999999999999,0.773,2,-8.802999999999997,1,0.0324,0.000417,0.931,0.1119999999999999,0.13,138.442,189120,4.0,2010,2010-07-27
3mgixH3IVKDVFTKTBjQMbs,Scum-O-Rama,Sleaze Freak,2xRbY77I7CD5jOgTRQ3a0u,['Scum of the Earth'],['1kVyqlhXybTF1PixOp5stJ'],11,1,True,0.49,0.997,6,-4.198,0,0.0806,4.28e-06,0.8740000000000001,0.327,0.645,101.946,70080,4.0,2007,2007-10-23
0uwoQd2bYsYgPzUFMgUyfh,Lute Sonata No. 12 in A Major: VII. Chaconne,"Weiss, S.L.: Lute Sonatas Nos. 12 and 39 / Lute Partita in D Minor",5erAeqa7Q8S01BcQFpTNjY,"['Silvius Leopold Weiss', 'Franklin Lei']","['4bRcNJTLwLZmJM598wTQ3A', '2vgDu8OcYF0nWKfviNpup9']",13,1,False,0.365,0.1989999999999999,8,-20.291,1,0.0376,0.92,0.82,0.195,0.407,86.26100000000002,188387,3.0,1991,1991-03-01
6JFooMxA4nFKHb3T460JML,Purity - Instrumental,Invisible Man,2GGcetduBRbzoIPyFayeNx,['Superstar Quamallah'],['04rfiH8rG7fRcl7ElMUnfW'],8,2,True,0.705,0.53,7,-5.251,1,0.0536,0.319,0.8109999999999999,0.0258,0.654,83.00200000000002,240560,4.0,2009,2009-05-19
7H9awlvJz3OlVU5Z3A8qJ6,Cheap Rum,Global Hour,2ChKrrwO9a0x5XZt4kWZGc,['Global Hour'],['2BGxMbHmDDO8f7Vb59NQyO'],7,1,False,0.3429999999999999,0.6970000000000001,4,-5.312,0,0.0362,0.0265,2.8000000000000013e-05,0.0558,0.672,92.278,230507,4.0,2007,2007-08-15
4wTh5kGIUotZmj1YR3u5OA,Serenity,"Enjoy The Silence, Vol. 1",4MV3oxTdALn3kLYngnu0Nn,['Vince Watson'],['2Y3cH3SUZL9XKfKD3novXt'],11,1,False,0.3879999999999999,0.575,5,-12.598,0,0.0395,0.657,0.904,0.0949,0.0797,99.929,424480,3.0,2009,2009-04-06
50p8jJeTE8e6mczJh7cnLU,From Now On (We're One),Dream,1XG38l4loctqiw6p26EdtH,['Tuck & Patti'],['184W9P1vos8AurT467AbgM'],6,1,False,0.6809999999999999,0.221,8,-14.619000000000002,1,0.135,0.878,0.0,0.27,0.611,133.51,272227,4.0,1991,1991
3b4mZeK0wxE9OH2ID840aG,"6 Pieces, Op. 52: No. 1. Intermezzo [The Prodigal Son]","Prokofiev: Complete Piano Music, Vol. 3",1EAT9LNnsnN0gi0UL3bRHm,"['Sergei Prokofiev', 'Boris Berman']","['4kHtgiRnpmFIV5Tm4BIs8l', '4rjf3RhL62JjIJw9yYN9RJ']",16,1,False,0.433,0.171,9,-21.692,0,0.047,0.991,0.885,0.152,0.11,102.538,270720,3.0,1991,1991-02-01
1OZ4ZagxU6QZjgKd94HBu7,Desperate Lovers,A Time to Love and a Time to Die / Lust for Life suite,37Gna0ZuCKNZ6Dz9W92D8o,['Miklós Rózsa'],['3ulUkIj0owxd4Qedpfock2'],6,1,False,0.172,0.242,7,-15.884,1,0.0372,0.476,0.523,0.0978,0.0373,116.768,315133,3.0,2012,2012-09-11
1NkHPA32xIyVRnNhHzbOEB,Mr. Supafly,R&B Diva,4lDrys1XMoWv7um9oG73Oy,"['Faith Evans', 'KeKe Wyatt']","['5NDMothbpdpq2xHqSjrrWn', '0KWcq2E8ejxp78jdfpCd4K']",3,1,False,0.693,0.8140000000000001,6,-6.472,0,0.0368,0.0564,8.73e-05,0.322,0.8959999999999999,124.058,215760,4.0,2012,2012-10-02
5NRvnQAB1ye1sShU2x0Hda,Peacocks in the Video Rain,Pixel Revolt,3j2npaCpx3gfv6Ad9gOrdr,['John Vanderslice'],['2GOfAZEwmCpwPhX7kjMJYN'],4,1,False,0.7240000000000001,0.466,0,-10.550999999999998,1,0.0321,0.118,0.000761,0.104,0.535,115.326,264013,4.0,2005,2005
2bjAlvcOBzqsy7pnc6YUlA,Bamboo,"Black Lizard (Classic Collection), Vol. 1",6dW0nyV9e5WA225GNoQGLY,"['Crocadile', 'Cinnamon Leaf']","['1YBXTZsyWFg9igRlAEIvaU', '4PoZhohqvgPnUt1uMlBDEU']",10,1,False,0.835,0.623,2,-8.392000000000001,0,0.17,0.0941,0.0,0.092,0.743,90.036,206472,4.0,2010,2010-05-02
0nWaxdtGdnQHyUD87eN0AA,Dollar Bills,Passes By,779ToB4s0fJTrrU7OQOsHp,['Chris Jacob'],['29FGT5pEdAlg66hUYi3Iqx'],7,1,False,0.6970000000000001,0.3929999999999999,3,-11.363,1,0.0315,0.833,4.38e-05,0.0622,0.556,96.031,284467,4.0,2006,2006-05-17
3cDFbPD7j9E7zGVHBSNUA6,Legions of the Dead,Raven's Hollow: Realm of Shadows (Reissue),3DnG7NhgcWEDQeUynaqHsA,['Midnight Syndicate'],['5hgOjk7FGUwJvo1J3oDK9R'],18,1,False,0.564,0.1989999999999999,6,-16.227,1,0.0288,0.799,0.973,0.106,0.264,109.508,165653,1.0,2016,2016-08-25
3UAgzJ9m9wXFVqE1w5vJLx,A Million Dreams - Reprise,The Greatest Showman: Reimagined,4dPosP4Io4sDCmeiCxVHW0,['Willow Sage Hart'],['0gAILSEru1PKMwP0tAqNLS'],3,1,False,0.29,0.191,6,-11.851,1,0.0473,0.963,0.0,0.102,0.2289999999999999,143.754,48720,4.0,2018,2018-11-16
40840hsoI5jl3g2JDLCg2U,AVERAGE,ON ONE,5rCt0z7N0sTK73r7HtFM7e,"['Azjah', '$tupid Young', 'Steelz']","['3VFIf5Tn1WYGKodgtyVwjL', '0h0C8mMT21p0Ixq6qO1UMH', '0xG8uG9nzLyuwoVIPF0xiM']",7,1,False,0.8220000000000001,0.665,11,-9.163,0,0.289,0.246,0.0,0.0985,0.191,96.02,160000,4.0,2020,2020-05-15
6vCmpQDOcQXsRYJkwaJB0G,Variazioni brillanti on a theme from Donizetti's Anna Bolena in A Major,"Glinka: Complete Piano Works, Vol. 1 – Variations",70uqa5Eh3WNXHCMXB0ZRgV,"['Mikhail Glinka', 'Inga Fiolia']","['1GEuHbNwTRj4QPyoythtBh', '6bNR1cmPCqEeucpSatsHpm']",4,1,False,0.288,0.0819999999999999,9,-23.353,1,0.0524,0.987,0.8740000000000001,0.1169999999999999,0.107,64.848,710253,4.0,2017,2017-02-10
3AEElZNGLeXlP7ay4I14cQ,Pas le temps,Pas le temps,4gREgZrtD6cSOBZMGdcqJF,['Jimmy Magardeau'],['4g7Cgb4cuBG4GE1yiuD5ox'],1,1,False,0.84,0.748,9,-5.03,0,0.344,0.64,0.0,0.131,0.5529999999999999,162.093,86296,4.0,2020,2020-11-08
7M3Q6g14Sq3gndRmxBsMpL,Fuck Em,Imagination,2wVJufdIUFZPrggVyQ6L6E,['Whizeh'],['0PXuSzevg8rvksUjw29dfB'],6,1,True,0.8490000000000001,0.785,1,-5.363,1,0.289,0.0882,0.0,0.208,0.8440000000000001,132.042,235171,4.0,2019,2019-04-20
3ZNlD0iJ6MxOVKReuM1VmY,The Prince,Just Another Evening,4AKL73jRmD4rs7w8Y7JIC5,['The Blondies'],['5h0q6oexo7mGlSthBHVwAU'],3,1,False,0.397,0.68,1,-7.256,0,0.0396,0.0826,0.0131,0.148,0.659,190.06,263440,3.0,2016,2016-06-03
55kEuymUAIg09tm6h2nAaE,Anarchist Wedding,Anarchist Wedding,1ghjESs35sI4QD3UvJO2Do,['The Suicide Machines'],['31v7ijnAMVL9V7Uzr1sFcI'],1,1,True,0.551,0.964,0,-3.214,1,0.0477,0.000194,0.7509999999999999,0.11,0.877,122.802,97838,4.0,2020,2020-02-26
1bVbK5OF1hZMlPHqLr4kZP,Amor Olvidado,"Puro Cuate !!!, Vol 1",1000WQ13tRWtTU7t7ducf2,['Los Cuates de Sinaloa'],['6qrWzQSK00anTGkydomNW7'],1,1,False,0.486,0.408,6,-10.549,1,0.0342,0.7120000000000001,3.17e-06,0.148,0.545,174.351,173000,3.0,2004,2004-11-02
2d4WCbzvfIZarsuOTVmCQf,Fire,Illinois,5Og3UBs6tCL47yee1ukYgw,['Brett Eldredge'],['0qSX3s5pJnAlSsgsCne8Cz'],1,1,False,0.495,0.939,2,-3.519,1,0.0471,0.00335,0.0,0.13,0.489,152.101,197987,4.0,2015,2015-09-11
0xqzZabS8EKofFllaxXwcR,The Well (Remix),Simplicity,0wD8gtkCbbw8Xa4EY1XOkR,['Soma Sonic'],['5oKx85i6ItZFe4ppoYpTM0'],2,1,False,0.638,0.546,6,-11.233,1,0.0352,0.0464,0.8320000000000001,0.0739,0.764,94.997,260627,4.0,2006,2006-01-01
3u4VAAvIBIcm25wj7ETs3a,Mythos,All In,7cxz6xwf2wc0srRC0CoCg4,"['HDV Trio', 'David Helbock', 'Lucas Dietrich', 'Marc Vogel']","['0KB3uXoWEM9ZARwrfwlvyw', '0vL5aeUgB40QfmprJKhpOq', '5OdqWnZNchQ88VVTV79Gkm', '2M0lrqGd7JdCnfznrRBCSH']",6,1,False,0.481,0.1,1,-28.001,1,0.053,0.8440000000000001,0.211,0.14,0.0707,115.803,581240,3.0,2008,2008-10-03
3g0gMx3bsNmMsPoyMFA6zM,"Head Up, Heart Open",Here in Babylon,7KMvMNpwjxZgSi5EVz0ntF,['Teresa James & the Rhythm Tramps'],['1PuJHrXn16ig2QJSxpXOdY'],4,1,False,0.597,0.495,7,-6.674,1,0.0754,0.193,0.0,0.1119999999999999,0.5479999999999999,123.09,237760,3.0,2018,2018-03-02
22cxetuwwWqb7ihol8C1I1,What's Up With Isobel,Four for the Road,7okFLAbUNZFAALs1Ymzlm6,['Yo Mama'],['4EFY6yklKLV1FgwiAapqQJ'],2,1,False,0.632,0.713,11,-5.212999999999999,0,0.0306,0.504,0.000122,0.142,0.3979999999999999,132.558,241360,4.0,2013,2013-08-15
4H5hODnANqjfRJwCKCkIko,Auto Pilot,Dan Sartain Vs The Serpientes,3GbVtAZmwxguuTcDnvoyvp,['Dan Sartain'],['6AZ4TQhtH9GsoTFe2CxR2n'],12,1,False,0.65,0.392,5,-9.667,1,0.0296,0.899,0.00108,0.0795,0.461,107.881,119533,4.0,2003,2003
6mAAQB1g4WwkKpQBhLN8vN,Pinnochio's Nose,The Laughing Man,7HGa9EaScvJFXzeJ3f1IlJ,['David Yazbek'],['1NT0RwdkGaDXJloVEl1xi0'],9,1,False,0.754,0.628,0,-8.046,1,0.044,0.145,2.82e-05,0.103,0.7609999999999999,111.825,272307,4.0,1996,1996-03-19
3gswpt5MtXH4CbcBudJsEX,"Pavane, Op. 50 (arr. for cornet, choir and brass band)","Sellers Engineering Band: World's Most Beautiful Melodies, Vol. 5 - Music for Cornet",42ZI1mZcgTGv1Gyd2q9UDH,"['Gabriel Fauré', 'Peter Graham', 'Philip McCann', 'Huddersfield Choral Society', 'The Sellers Engineering Band', 'Peter Parkes']","['2gClsBep1tt1rv1CN210SO', '5dcAzlNZDfF2K5Rpzl4ZwK', '5086tTZ6bLZpoHZgFn3Zwr', '2pMJjUe1wagw5La8Vefqrr', '6gQayRY0h4AyQ5tTyGhIpt', '48BymVaReLd1fvMqvsBeaW']",6,1,False,0.0652,0.031,5,-30.892,0,0.0488,0.984,0.962,0.0936,0.0703,67.445,398907,4.0,1994,1994-08-01
4wKvk3B8wOq0mjE9R2oylf,La guignolée,100 Christmas Classics,2fz6Vt2jHH41nMX0U5gX8Y,['Steve Anderson'],['0sPkw5bq7cpArOjmW4sX8p'],23,1,False,0.809,0.491,7,-7.018,1,0.0547,0.97,0.93,0.0753,0.964,109.513,53413,4.0,2006,2006-10-11
220OW4o4UCkLpCWrrFRojU,Pulubi,Pagbabalik Pinoy Folk Rock (40th Anniversary Collection),1uRnB1Pk1O7HEacQExl7X5,['Freddie Aguilar'],['7fihhreD4v29FQsWykhCJm'],12,1,False,0.4629999999999999,0.376,8,-11.126,1,0.0283,0.489,0.868,0.198,0.4270000000000001,106.064,221000,3.0,2010,2010-10-12
4ilPjvVry0hpPKHZlv5OvK,Follow Your Leader,Let's Fast Dance,1y1qi4KnsH2I5R1YsW1BMR,['Cosigner'],['2E2zBrXl9HwiYEuZ8lnN8e'],10,1,False,0.534,0.527,7,-10.531,1,0.0342,0.181,0.0205,0.11,0.46,123.516,148120,4.0,2004,2004-01-01
09OfzzSuT4ZCuZZJZYlXem,(I Love You For) Sentimental Reasons,The Casual,0msLVj4xrTVGhOEXraTbpL,['Jesse Belvin'],['4u0qFtN4NZ1NjcvAw3HAGU'],2,1,False,0.465,0.179,0,-14.574000000000002,1,0.0365,0.8590000000000001,0.0,0.174,0.612,114.51,136533,3.0,2013,2013-02-01
7rfuPokgBy4rHMszmTUJxq,Holy Ghost,A Record,0E7B07XFMUca7NaWaGg0By,['Laura Stevenson'],['1lVadNivMiSkc2N6irhWdg'],11,1,False,0.24,0.23,2,-10.304,1,0.027,0.955,0.0458,0.12,0.0465,98.601,167293,4.0,2010,2010-04-13
4e0fzOnAobHh5pweeCOCnB,"Suite No. 6 in D Major, BWV 1012: Courante",Suites for Solo Cello,0WEuObYzhNJsOYAXFTPRvU,"['Johann Sebastian Bach', 'János Starker']","['5aIqB5nVVvmFsvSdExz408', '6D7itIGHznFfHx3ZDqCk3j']",15,2,False,0.542,0.123,2,-18.489,1,0.0477,0.981,0.914,0.132,0.938,116.688,231160,4.0,1997,1997
6QnIaR1zLPLokpacXqnFdN,Apparatus in the Basement,Stars Pulled Down,4fDrvEnTtDeTCkQydhzOrG,['Unextraordinary Gentlemen'],['1LBRKesJMnX0rn6QvEoR2Z'],5,1,False,0.207,0.114,0,-20.869,1,0.0421,0.965,0.967,0.659,0.436,76.67,127987,3.0,2012,2012-08-07
2SJkvEJtHZcfSabOL0zSni,Tough Times Never Last,Walking in the Footsteps of Our Fathers,5PRZaO2vN4ENcXrFmCpT5r,['Ladysmith Black Mambazo'],['3FdLhnmXynPvZkbILPpB6d'],14,1,False,0.6829999999999999,0.313,5,-12.172,1,0.0873,0.977,1.97e-06,0.271,0.595,134.196,168844,4.0,2016,2016-09-28
58fTAjpPhyYXKtdhELpjTx,How the West Was Won,Slowboy,1S7O2GvC9YagSywC2Tw5Vt,['Pipe'],['5m3w4mTpjv4qKDck6W7v9w'],6,1,False,0.11,0.913,5,-4.877,1,0.0414,0.118,0.875,0.2,0.342,166.17700000000005,125067,4.0,1997,1997-07-08
3A3j74C7faNWw1hYhP2xcH,Stand in Line,Round 2,1nvANEEQacm1rMfOTIsUV7,['Legacy'],['3irCVgOJpCdyShuaxNfG2a'],3,1,False,0.457,0.899,1,-5.038,1,0.0519,0.0008,1.75e-05,0.41,0.659,173.94,256283,4.0,2017,2017-05-01
2WrTFjxe2Gp9JZPXtJFNAr,"Hope (from ""X-Men Days of Future Past"")",Piano/Instrumental Works: Movie Score Themes - Volume II,5eiW8jxtBTFbkCBrdgtOyv,['Michael Tai'],['5NLlq8IzOUuqDYGPxoPkSC'],12,1,False,0.532,0.0781,9,-12.681,0,0.1169999999999999,0.964,0.8,0.0874,0.079,142.17600000000004,275023,4.0,2015,2015-05-26
6P4gBtaxpqKhC77pkZrs5O,Tahini Kiatsu,Merging Elements,5RnkFVbwXa4bAj3ubyfDXU,"['Equanimous', 'Auralponic']","['33W9Pu3NHtSlqbaOI6pqXn', '1c1hWS9bv16AlxgpPkBsFD']",3,1,False,0.784,0.595,9,-12.005,0,0.0478,0.0223,0.8809999999999999,0.0781,0.225,120.001,298000,4.0,2020,2020-10-02
11TgBHYaVYIYA6Q8hczSy5,The Magic Charm,Visions of Ulura,4fysTZtqRSvSXAFJ41FBvF,['Mark Wilson'],['16HliwK3ScsaNMrBAbwUtg'],3,1,False,0.342,0.1369999999999999,2,-24.064,1,0.0294,0.8340000000000001,0.8390000000000001,0.105,0.0502,80.067,305373,4.0,2008,2008-03-04
29QDbARBiKPIe8dtPcYwCs,"""I Leapt out of the Closet...""",Fun Home (A New Broadway Musical),2GKE26bq2o8qoukpNlZnrh,"['Beth Malone', 'Sydney Lucas', 'Michael Cerveris', 'Judy Kuhn']","['60zvRmhQHRxokEB1taAVpN', '2NC0NvcP3iJvpCPepplwof', '0oE1QxknblYdWQt51QjyrG', '7tHd518aPjJYUgyv9bidBz']",11,1,False,0.763,0.141,6,-21.043000000000006,0,0.8390000000000001,0.6559999999999999,0.0,0.113,0.186,101.738,165720,3.0,2015,2015-05-19
3fn7XXPqoM8wIGch2TEN2L,Makin' Love,Bleuphoria,6MVdD4klQcDtYVOTFXV2XH,['Rahsaan Patterson'],['5jVkC5rSgdK2EPfRAmtbpH'],10,1,False,0.375,0.482,2,-10.146,1,0.0538,0.5579999999999999,0.0506,0.238,0.259,99.017,254398,4.0,2011,2011-07-19
1MsBmdyvZRtO7mLHFqeLUa,Medley,"The Music of Islam, Vol. 8: Folkloric Music of Tunisia",7yEeCaztFDizmRaNJ9WqYD,"['Lofti Jormana', 'Abdessalem Zarga', 'Fathi Bouguera', 'Fathi Dahleb', 'Hichem Sallemi', 'Khaled Bekir']","['2cafp3bAM3Y8MV0NfIUhc0', '5MsltZ99pBmlQWkd8izoqP', '1GiEg9bgGRvtBBFsXLXEAD', '101usptrNc3OiKhuGKTRXu', '7M3tJA9kiQuVQnPB6yX6kQ', '3GanLeFN5xdsKsOkPBQ6ql']",1,1,False,0.36,0.913,11,-11.903,0,0.0519,0.0777,2.060000000000001e-05,0.0523,0.256,117.999,443160,4.0,1997,1997-01-01
5wRVT6FGQDrAHoqoDgiP90,Cheery Bim,All You Got,50zbE6aZKPY4uX90SN75Bm,['8th Day'],['15i1niWKFEj0zqnhtYAv7D'],9,1,False,0.718,0.8270000000000001,0,-5.627000000000002,1,0.0388,0.0667,0.0,0.0725,0.899,119.043,215563,4.0,2012,2012-06-07
68qkRmz1UOsTHU8IwIfT2z,The Desert,Moonraker EP,4zH5txByS0ekSVdEWJvfF8,['Moonraker'],['6VRoKk6ZiHiayaF6MFi1r0'],2,1,False,0.5429999999999999,0.537,4,-12.536,0,0.0575,0.245,0.1159999999999999,0.0414,0.285,176.23,237440,4.0,2002,2002-01-01
6rPFmCEGgFe8WX4yKaJT9t,Amundsen,Südpol,7wYJZ6wQLxrjJzzpF0qfoJ,['Reuber'],['7E8vV169MPRdZ1PrLv8qpX'],2,1,False,0.3339999999999999,0.281,4,-15.953,1,0.0402,0.588,0.8370000000000001,0.1119999999999999,0.0523,94.155,261387,4.0,2007,2007-02-16
7aJ9FWyZqo57pZI56Lqv5k,Lichen Folk,Beauty Attends: The Heartsongs Of Opal Whiteley,4Irrzat61yjNPk5FEm1PS9,['Anne Hills'],['1l0ZBi4Ua63psmX8grSrND'],8,1,False,0.286,0.215,10,-10.492,0,0.0372,0.768,0.0098599999999999,0.159,0.347,179.373,202107,4.0,2006,2006-08-22
6AgAKwuMY6UbwrSGExVRGS,The Christian Dance Song,Erotic Massage,5uGehnEDukLUci6ABsnhno,['Dog Fashion Disco'],['150pf0yE8MFgrMzAplQXmq'],1,1,False,0.483,0.936,7,-3.325,0,0.0945,0.00188,0.0,0.0275,0.544,166.99400000000003,281308,4.0,2017,2017-05-19
5XFGstx2Lgy9eMoG8Jhl2c,Weavers Of The Web,Open The Gates (2015 Remaster - Ultimate Edition),2HC25LD1tWt7J4qkuigUgL,['Manilla Road'],['1qt7m48wpniTuMJ2YsVBI5'],4,1,False,0.22,0.8959999999999999,0,-7.577000000000001,1,0.0556,6.04e-06,0.0848,0.0746,0.7090000000000001,166.554,260000,4.0,2015,2015-06-26
1cqJasRmkiLqWpAiITlX4n,Missed You Just Right,Hope on the Rocks,4DKhGKCMefhclaMA1R7QNs,['Toby Keith'],['2bA6fzP0lMAQ4kz6CF61w8'],9,1,False,0.517,0.5579999999999999,7,-6.977,1,0.0256,0.00517,0.0002399999999999,0.376,0.272,139.966,219173,4.0,2012,2012
16Iq3IejZe1UvY0sq8L2xl,Reborn,Digital Ritual,4qENlJAWof4eiV9G0Iuaj4,['As Paradise Falls'],['7BXFOz3QxY07FGTsI4er8J'],7,1,True,0.51,0.918,9,-6.095,0,0.113,0.0002089999999999,8.46e-06,0.1689999999999999,0.111,119.993,249625,4.0,2017,2017-07-21
6iThLP0BMHsbuE3psmkgGD,Spanish Fandango,Rough Guide To Hillbilly Blues,5hACO9QWO3JXayO9WZ2G1T,"['John Dilleshaw, String Marvel']",['5mLpP7EwHZhdM7JcyzHP6d'],18,1,False,0.746,0.205,9,-16.032,1,0.0679,0.991,0.883,0.124,0.85,98.208,191213,4.0,2017,2017-01-27
0Hsm1sWDTkIyDxhgPOcLnN,Maiden Voyage (Jazzy House Mix),Spaces in Between,6ARemT27fcf0FJ0IAThH5G,['Niko Marks'],['7kgbY1R6IazePm6hAKqG93'],6,1,False,0.5870000000000001,0.685,2,-10.473,1,0.0319,0.11,0.895,0.225,0.295,124.992,387841,4.0,2019,2019-04-23
330UPICwYgId4cTJjh44hY,Movement,Piano Album,7lrCyhqWT8wI8lBjIZpC6u,['Chris Connolly'],['7rAcs18GoDPKXWqkLhlAG2'],9,1,False,0.428,0.34,0,-17.97,1,0.0352,0.994,0.833,0.111,0.477,80.05,261120,4.0,2009,2009-03-24
7MHcfHLinVXzzQ61ydQ4Bd,I Guess You Made It - Live,Deliverin',7bRylgApE6Nwxpx6yRoziv,['Poco'],['0fyqyjD7pbaVzbu94ylWQR'],1,1,False,0.3379999999999999,0.782,1,-13.526,1,0.47,0.0658,0.00433,0.382,0.502,154.14600000000004,238733,4.0,1971,1971
4PDJk6nSMPYx503LLiTQB5,Paraform,Aural Expansion,5hpzUqF1i8U3YsAHCnOEeY,"['Paratech', 'Waveform']","['7LzoXCpvdnvW979F7LXBKV', '2glYYKClehJVtbAfcnAVi5']",1,1,False,0.732,0.915,11,-8.066,1,0.0755,0.00266,0.86,0.375,0.609,138.003,389565,4.0,2012,2012-11-16
2t5jtiR0QlkIlBKchcs4rL,No Search Giving In,Head Towards the Sun,3j0fbuxbUNxmDvehatHDGo,['Jeremiah Johnson'],['5pFgHuJuGDfys14rOvXtPP'],9,1,False,0.618,0.42,2,-13.468,0,0.0326,0.674,4.48e-05,0.11,0.389,157.92700000000005,316659,4.0,2017,2017-10-26
